title,author,image,desc,download_link,pages,publisher,year,language,file
"Theory of Structures: Fundamentals, Framed Structures, Plates and Shells",Peter Marti,https://covers.zlibcdn2.com/covers100/books/6e/7a/e1/6e7ae1e3eb7227bb435be24d8c9b6de1.jpg,"
                    This book provides the reader with a consistent approach to theory of structures on the basis of applied mechanics. It covers framed structures as well as plates and shells using elastic and plastic theory, and emphasizes the historical background and the relationship to practical engineering activities. This is the first comprehensive treatment of the school of structures that has evolved at the Swiss Federal Institute of Technology in Zurich over the last 50 years.The many worked examples and exercises make this a textbook ideal for in-depth studies. Each chapter concludes with a summary that highlights the most important aspects in concise form. Specialist terms are defined in the appendix.There is an extensive index befitting such a work of reference. The structure of the content and highlighting in the text make the book easy to use. The notation, properties of materials and geometrical properties of sections plus brief outlines of matrix algebra, tensor calculus and calculus of variations can be found in the appendices.This publication should be regarded as a key work of reference for students, teaching staff and practising engineers. Its purpose is to show readers how to model and handle structures appropriately, to support them in designing and checking the structures within their sphere of responsibility.Content:  ",https://1lib.in/dl/2156596/793479,677,Unknown,2013,english,"PDF, 13.55 MB"
Tensors: The Mathematics of Relativity Theory and Continuum Mechanics,Anadi Jiban Das,https://covers.zlibcdn2.com/covers100/books/99/9c/cf/999ccf4a32f534c2a6672d3738c9d301.jpg,"
This book emerged from courses taught at the University College of Dublin, Carnegie-Mellon University and mostly at Simon Fraser University. This is a modern introduction to the theory of tensor algebra and tensor analysis. It discusses tensor algebra in Chapters 1 and 2. Differential manifold is introduced in Chapter 3. Tensor analysis, differential forms, connection forms, and curvature tensor are discussed in Chapter 4. Chapters 5, 6 and 7 investigate in great detail Riemannian and pseudo-Riemannian manifolds. Throughout the book, examples and problems are furnished from the theory of relativity and continuum mechanics. The extensive presentation of mathematical tools, examples and problems make this book a unique text for the pursuit of both the mathematical relativity theory and continuum mechanics. ",https://1lib.in/dl/443722/de47de,300,Springer,2007,english,"PDF, 2.56 MB"
Theory of Elastic Stability,Stephen P. Timoshenko,https://covers.zlibcdn2.com/covers100/books/fb/86/3b/fb863bacdd3d7b8285063a6272ed666b.jpg,Unknown,https://1lib.in/dl/868201/8f8b9f,280,Dover Publications,2009,english,"PDF, 24.77 MB"
Theory Of Machine And Mechanisms Si Edition solution manual,Gordon R. Pennock & Joseph E. Shigley John J. Uicker,https://covers.zlibcdn2.com/covers100/books/1d/69/10/1d69107b8ed5a3e22641aa10d4e3ea90.jpg,"
                    Brand New                ",https://1lib.in/dl/3409527/5a9ca0,526,Oxford University Press,2014,english,"PDF, 18.72 MB"
Strength of Materials: A Unified Theory,Surya Patnaik,https://covers.zlibcdn2.com/covers100/books/51/b2/3e/51b23ee45cf268424ca2c707d3a45294.jpg,"
                    Strength of Materials provides a comprehensive overview of the latest theory of strength of materials. The unified theory presented in this book is developed around three concepts: Hooke's Law, Equilibrium Equations, and Compatibility conditions. The first two of these methods have been fully understood, but clearly are indirect methods with limitations. Through research, the authors have come to understand compatibility conditions, which, until now, had remained in an immature state of development. This method, the Integrated Force Method (IFM) couples equilibrium and compatibility conditions to determine forces directly.   The combination of these methods allows engineering students from a variety of disciplines to comprehend and compare the attributes of each. The concept that IFM strength of materials theory is problem independent, and can be easily generalized for solving difficult problems in linear, nonlinear, and dynamic regimes is focused upon. Discussion of the theory is limited to simple linear analysis problems suitable for an undergraduate course in strength of materials. To support the teaching application of the book there are problems and an instructor's manual.                                         Â·Provides a novel approach integrating two popular indirect solution methods with newly researched, more direct conditions  Â·Completes the previously partial theory of strength of materials  Â·A new frontier in solid mechanics                ",https://1lib.in/dl/438512/86691c,774,Butterworth-Heinemann,2003,english,"PDF, 4.33 MB"
"Measurement and Instrumentation, Second Edition: Theory and Application",Alan S Morris,https://covers.zlibcdn2.com/covers100/books/2b/92/8f/2b928f3d85fc1031e4c0fadc66d8e530.jpg,"
Measurement and Instrumentation: Theory and Application, Second Edition, introduces undergraduate engineering students to measurement principles and the range of sensors and instruments used for measuring physical variables. ",https://1lib.in/dl/2716186/56f2fa,Unknown,Academic Press,2015,english,"PDF, 29.46 MB"
Introduction to thermodynamics and kinetic theory of matter,Anatoly I. Burshtein,https://covers.zlibcdn2.com/covers100/books/42/1c/e3/421ce3bdbb6535c153f82a1b48294b00.jpg,"
                    Imparts the similarities and differences between ratified and condensed matter, classical and quantum systems as well as real and ideal gases. Presents the quasi-thermodynamic theory of gas-liquid interface and its application for density profile calculation within the van der Waals theory of surface tension. Uses inductive logic to lead readers from observation and facts to personal interpretation and from specific conclusions to general ones.                ",https://1lib.in/dl/538546/210631,347,Wiley-VCH,2005,english,"PDF, 14.56 MB"
Computational Chemistry: Introduction to the Theory and Applications of Molecular and Quantum Mechanics,Errol G. Lewars (auth.),https://covers.zlibcdn2.com/covers100/books/1e/22/7f/1e227f8875887c1ad1c81939381a4f46.jpg,"
This is the third edition of the successful text-reference book that covers computational chemistry. It features changes to the presentation of key concepts and includes revised and new material with several expanded exercises at various levels such as 'harder questions' for those ready to be tested in greater depth - this aspect is absent from other textbooks in the field. Although introductory and assuming no prior knowledge of computational chemistry, it covers the essential aspects of the subject. There are several introductory textbooks on computational chemistry; this one is (as in its previous editions) a unique textbook in the field with copious exercises (and questions) and solutions with discussions. Noteworthy is the fact that it is the only book at the introductory level that shows in detail yet clearly how matrices are used in one important aspect of computational chemistry. It also serves as an essential guide for researchers, and as a reference book. ",https://1lib.in/dl/2802713/c943bc,739,Springer International Publishing,2016,english,"PDF, 13.78 MB"
"Stability of Structures: Elastic, Inelastic, Fracture and Damage Theories  ",Zdenek P Bazant,https://covers.zlibcdn2.com/covers100/books/22/81/1e/22811e17a4754c72f4f936f2babd6f6b.jpg,"
                    A crucial element of structural and continuum mechanics, stability theory has limitless applications in civil, mechanical, aerospace, naval and nuclear engineering. This text of unparalleled scope presents a comprehensive exposition of the principles and applications of stability analysis. It has been proven as a text for introductory courses and various advanced courses for graduate students. It is also prized as an exhaustive reference for engineers and researchers.    The authors' focus on understanding of the basic principles rather than excessive detailed solutions, and their treatment of each subject proceed from simple examples to general concepts and rigorous formulations. All the results are derived using as simple mathematics as possible. Numerous examples are given and 700 exercise problems help in attaining a firm grasp of this central aspect of solid mechanics.    The book is an unabridged republication of the 1991 edition by Oxford University Press and the 2003 edition by Dover, updated with 18 pages of end notes.                ",https://1lib.in/dl/1169173/702cc6,1039,World Scientific Publishing Company,2010,english,"PDF, 16.86 MB"
"Elasticity. Theory, Applications, and Numerics",Martin H. Sadd (Auth.),https://covers.zlibcdn2.com/covers100/books/52/20/d9/5220d98d1a9248d328b772006d9f87d2.gif,Unknown,https://1lib.in/dl/2317093/0c1d30,600,Academic Press,2014,english,"PDF, 14.67 MB"
Theory and Analysis of Elastic Plates and Shells,J. N. Reddy,https://covers.zlibcdn2.com/covers100/books/74/05/36/740536358b041b2f2922db43e099b111.jpg,"
                    Because plates and shells are common structural elements in aerospace, automotive, and civil engineering structures, engineers must understand the behavior of such structures through the study of theory and analysis. Compiling this information into a single volume, Theory and Analysis of Elastic Plates and Shells, Second Edition presents a complete, up-to-date, and unified treatment of classical and shear deformation plates and shells, from the basic derivation of theories to analytical and numerical solutions.Revised and updated, this second edition incorporates new information in most chapters, along with some rearrangement of topics to improve the clarity of the overall presentation. The book presents new material on the theory and analysis of shells, featuring an additional chapter devoted to the topic. The author also includes new sections that address Castigliano's theorems, axisymmetric buckling of circular plates, the relationships between the solutions of classical and shear deformation theories, and the nonlinear finite element analysis of plates. The book provides many illustrations of theories, formulations, and solution methods, resulting in an easy-to-understand presentation of the topics.Like the previous edition, this book remains a suitable textbook for a course on plates and shells in aerospace, civil, and mechanical engineering curricula and continues to serve as a reference for industrial and academic structural engineers and scientists.                ",https://1lib.in/dl/2533634/3f3760,568,CRC Press,2006,english,"PDF, 4.66 MB"
Theory of Lift: Introductory Computational Aerodynamics in MATLAB®/OCTAVE,G. D. McBain(auth.),https://covers.zlibcdn2.com/covers100/books/c7/4a/47/c74a472c117597c527aede905a5cf99e.jpg,"
Starting from a basic knowledge of mathematics and mechanics gained in standard foundation classes, Theory of Lift: Introductory Computational Aerodynamics in MATLAB/Octave takes the reader conceptually through from the fundamental mechanics of lift  to the stage of actually being able to make practical calculations and predictions of the coefficient of lift for realistic wing profile and planform geometries.The classical framework and methods of aerodynamics are covered in detail and the reader is shown how they may be used to develop simple yet powerful MATLAB or Octave programs that accurately predict and visualise the dynamics of real wing shapes, using lumped vortex, panel, and vortex lattice methods.This book contains all the mathematical development and formulae required in standard incompressible aerodynamics as well as dozens of small but complete working programs which can be put to use immediately using either the popular MATLAB or free Octave computional modelling packages.Key features:Synthesizes the classical foundations of aerodynamics with hands-on computation, emphasizing interactivity and visualization.Includes complete source code for all programs, all listings having been tested for compatibility with both MATLAB and Octave.Companion website (www.wiley.com/go/mcbain) hosting codes and solutions.Theory of Lift: Introductory Computational Aerodynamics in MATLAB/Octave is an introductory text for graduate and senior undergraduate students on aeronautical and aerospace engineering courses and also forms a valuable reference for engineers and designers.Content: Chapter 1 Preliminary Notions (pages 1–23): Chapter 2 Plane Ideal Flow (pages 25–45): Chapter 3 Circulation and Lift (pages 47–66): Chapter 4 Conformal Mapping (pages 67–78): Chapter 5 Flat Plate Aerodynamics (pages 79–91): Chapter 6 Thin Wing Sections (pages 93–109): Chapter 7 Lumped Vortex Elements (pages 111–126): Chapter 8 Panel Methods for Plane Flow (pages 127–140): Chapter 9 Finite Wings and Three?Dimensional Flow (pages 141–155): Chapter 10 Vorticity and Vortices (pages 157–167): Chapter 11 Lifting Line Theory (pages 169–183): Chapter 12 Nonelliptic Lift Loading (pages 185–192): Chapter 13 Lumped Horseshoe Elements (pages 193–207): Chapter 14 The Vortex Lattice Method (pages 209–222): Chapter 15 Viscous Flow (pages 223–235): Chapter 16 Boundary Layer Equations (pages 237–250): Chapter 17 Laminar Boundary Layers (pages 251–262): Chapter 18 Compressibility (pages 263–271): Chapter 19 Linearized Compressible Flow (pages 273–286):                ",https://1lib.in/dl/2156595/c369a2,325,Unknown,2012,english,"PDF, 4.17 MB"
"Fundamentals of Robotic Mechanical Systems: Theory, Methods, and Algorithms",Jorge Angeles (auth.),https://covers.zlibcdn2.com/covers100/books/9d/0e/ae/9d0eaebfb2ef0815e5fea7954235b291.jpg,"
The 4th edition includes updated and additional examples and exercises on the core fundamental concepts of mechanics, robots, and kinematics of serial robots. New images of CAD models and physical robots help to motivate concepts being introduced. Each chapter of the book can be read independently of others as it addresses a seperate issue in robotics. ",https://1lib.in/dl/2300817/d71578,589,Springer International Publishing,2014,english,"PDF, 9.45 MB"
Advanced mechanics of composite materials and structures,Morozov,https://covers.zlibcdn2.com/covers100/books/92/7d/0d/927d0df8fd4ded66b4d80bc2dad78f66.jpg,"
Advanced Mechanics of Composite Materials and Structures analyzes contemporary theoretical models at the micro- and macro levels of material structure. Its coverage of practical methods and approaches, experimental results, and optimization of composite material properties and structural component performance can be put to practical use by researchers and engineers.The fourth edition has been updated to reflect new manufacturing processes (such as 3D printing of two matrix composite structural elements) and new theories developed by the authors. The authors have expanded the content of advanced topic areas with new chapters on axisymmetric deformation of composite shells of revolution, composite pressure vessels, and anisogrid composite lattice structures. This revision includes enhanced sections on optimal design of laminated plates and additional examples of the finite element modelling of composite structures and numerical methods.Advanced Mechanics of Composite Materials and Structures, Fourth edition is unique in that it addresses a wide range of advanced problems in the mechanics of composite materials, such as the physical statistical aspects of fiber strength, stress diffusion in composites with damaged fibers, nonlinear elasticity, and composite pressure vessels to name a few. It also provides the foundation for traditional basic composite material mechanics, making it one of the most comprehensive references on this topic.Presents advanced material on composite structures, including chapters on composite pressure vessels and axisymmetric deformation of composite shells of revolutionProvides the applications of composite materials to spacecraft, aircraft and marine included throughoutPractical examples of analysis and design of real composite structural components ",https://1lib.in/dl/4985211/de770d,884,Elsevier Science,2018,english,"PDF, 8.99 MB"
"Spectral Theory and Quantum Mechanics: Mathematical Foundations of Quantum Theories, Symmetries and Introduction to the Algebraic Formulation",Valter Moretti,https://covers.zlibcdn2.com/covers100/books/8e/af/90/8eaf90e82d791b87b180acfcb475ffa6.jpg,"
This book discusses the mathematical foundations of quantum theories. It offers an introductory text on linear functional analysis with a focus on Hilbert spaces, highlighting the spectral theory features that are relevant in physics. After exploring physical phenomenology, it then turns its attention to the formal and logical aspects of the theory.  Further, this Second Edition collects in one volume a number of useful rigorous results on the mathematical structure of quantum mechanics focusing in particular on von Neumann algebras, Superselection rules, the various notions of Quantum Symmetry and Symmetry Groups, and including a number of fundamental results on the algebraic formulation of quantum theories.  Intended for Master's and PhD students, both in physics and mathematics, the material is designed to be self-contained: it includes a summary of point-set topology and abstract measure theory, together with an appendix on differential geometry. The book also benefits established researchers by organizing and presenting the profusion of advanced material disseminated in the literature. Most chapters are accompanied by exercises, many of which are solved explicitly."" ",https://1lib.in/dl/3417792/fc38ea,950,Springer,2018,english,"PDF, 9.49 MB"
Theory of elasticity,Timoshenko S.P.,https://covers.zlibcdn2.com/covers100/books/1c/87/69/1c8769608e82ecd3297a70f96f821ce1.jpg,Unknown,https://1lib.in/dl/449519/94fb24,519,MGH,1951,english,"DJVU, 4.67 MB"
Theory and Problems of Theoretical Mechanics (Schaum's Outline),Murray R. Spiegel,https://covers.zlibcdn2.com/covers100/books/f1/91/e3/f191e38e767e190b80802593703ed96f.jpg,Unknown,https://1lib.in/dl/669762/f64beb,368,"McGraw-Hill Inc.,US",1977,english,"PDF, 15.58 MB"
Strength of Materials. Elementary Theory and Problems,Timoshenko S.P.,https://covers.zlibcdn2.com/covers100/books/28/7c/e0/287ce060f99a41624ba194dbadf70732.jpg,Unknown,https://1lib.in/dl/438522/35bfbd,373,Unknown,1948,english,"DJVU, 3.13 MB"
"Python for Probability, Statistics, and Machine Learning",José Unpingco,https://covers.zlibcdn2.com/covers100/books/e8/44/41/e844412dcaceb5a9bf29267fa244e908.jpg,"
This book covers the key ideas that link probability, statistics, and machine learning illustrated using Python modules in these areas. The entire text, including all the figures and numerical results, is reproducible using the Python codes and their associated Jupyter/IPython notebooks, which are provided as supplementary downloads. The author develops key intuitions in machine learning by working meaningful examples using multiple analytical methods and Python codes, thereby connecting theoretical concepts to concrete implementations. Modern Python modules like Pandas, Sympy, and Scikit-learn are applied to simulate and visualize important machine learning concepts like the bias/variance trade-off, cross-validation, and regularization. Many abstract mathematical ideas, such as convergence in probability theory, are developed and illustrated with numerical examples. This book is suitable for anyone with an undergraduate-level exposure to probability, statistics, or machine learning and with rudimentary knowledge of Python programming. ",https://1lib.in/dl/2742020/4641bb,Unknown,Springer International Publishing,2016,english,"PDF, 7.14 MB"
Probability and Statistics: A Course for Physicists and Engineers,Arak M. Mathai,https://covers.zlibcdn2.com/covers100/books/f0/88/be/f088bec0274051c2cc1d0be7f161eb76.jpg,"
                    Aims and Scope:

This book offers an introduction to concepts of probability theory, probability distributions relevant in the applied sciences, as well as basics of sampling distributions, estimation and hypothesis testing. As a companion for classes for engineers and scientists, the book also covers applied topics such as model building and experiment design.

- Designed for students in engineering and physics with applications in mind.
- Proven by more than 20 years of teaching at institutions s.a. UN-affiliated Regional Centres for Space Science and Technology Education.
- Self-contained.                ",https://1lib.in/dl/3657835/033074,605,De Gruyter,2018,english,"PDF, 7.76 MB"
"Bayesian Statistics The Fun Way: Understanding Statistics And Probability With Star Wars, LEGO, And Rubber Ducks",Will Kurt,https://covers.zlibcdn2.com/covers100/books/5f/60/69/5f6069c42f31f62fe2aee3d3a3fa0940.jpg,"
                    This book will give you a complete understanding of Bayesian statistics through simple explanations and un-boring examples. Find out the probability of UFOs landing in your garden, how likely Han Solo is to survive a flight through an asteroid shower, how to win an argument about conspiracy theories, and whether a burglary really was a burglary, to name a few examples.                ",https://1lib.in/dl/5065937/182072,211,No Starch Press,2019,english,"PDF, 6.27 MB"
"Python for Probability, Statistics, and Machine Learning",José Unpingco,https://covers.zlibcdn2.com/covers100/books/a7/f0/eb/a7f0ebbfdd3512067ba41e4cd3efd008.jpg,"
                    This textbook, fully updated to feature Python version 3.7, covers the key ideas that link probability, statistics, and machine learning illustrated using Python modules. The entire text, including all the figures and numerical results, is reproducible using the Python codes and their associated Jupyter/IPython notebooks, which are provided as supplementary downloads. The author develops key intuitions in machine learning by working meaningful examples using multiple analytical methods and Python codes, thereby connecting theoretical concepts to concrete implementations. The update features full coverage of Web-based scientific visualization with Bokeh Jupyter Hub; Fisher Exact, Cohen’s D and Rank-Sum Tests; Local Regression, Spline, and Additive Methods; and Survival Analysis, Stochastic Gradient Trees, and Neural Networks and Deep Learning. Modern Python modules like Pandas, Sympy, and Scikit-learn are applied to simulate and visualize important machine learning concepts like the bias/variance trade-off, cross-validation, and regularization. Many abstract mathematical ideas, such as convergence in probability theory, are developed and illustrated with numerical examples. This book is suitable for classes in probability, statistics, or machine learning and requires only rudimentary knowledge of Python programming.                ",https://1lib.in/dl/5210867/ae04ef,395,Springer,2019,english,"PDF, 11.11 MB"
Schaum's Outline of Probability and Statistics,John Schiller,https://covers.zlibcdn2.com/covers100/books/3a/82/af/3a82af800a6acc1326f2f838f3973803.jpg,"
                    Confusing Textbooks? Missed Lectures? Not Enough Time?        Fortunately for you, there's Schaum's Outlines. More than 40 million students have trusted Schaum's to help them succeed in the classroom and on exams. Schaum's is the key to faster learning and higher grades in every subject. Each Outline presents all the essential course information in an easy-to-follow, topic-by-topic format. You also get hundreds of examples, solved problems, and practice exercises to test your skills.         This Schaum's Outline gives you        Practice problems with full explanations that reinforce knowledge    Coverage of the most up-to-date developments in your course field    In-depth review of practices and applications            Fully compatible with your classroom text, Schaum's highlights all the important facts you need to know. Use Schaum's to shorten your study time-and get your best test scores!        An enhanced ebook is now available with 20 videos of professors showing you exactly how to solve probability and statistics problems! Select the Kindle Edition with Audio/Video from the available formats.      Schaum's Outlines-Problem Solved.                ",https://1lib.in/dl/1264321/b06ad6,432,McGraw-Hill,2008,english,"PDF, 9.00 MB"
Applied Statistics and Probability for Engineers,Douglas C. Montgomery,https://covers.zlibcdn2.com/covers100/books/57/ca/36/57ca3651c10165f7b64ff0dadf4d4f10.jpg,"
                    Applied Statistics and Probability for Engineers provides a practical approach to probability and statistical methods. Students learn how the material will be relevant in their careers by including a rich collection of examples and problem sets that reflect realistic applications and situations. This product focuses on real engineering applications and real engineering solutions while including material on the bootstrap, increased emphasis on the use of p-value, coverage of equivalence testing, and combining p-values. The base content, examples, exercises and answers presented in this product have been meticulously checked for accuracy.                ",https://1lib.in/dl/3684942/5c72de,710,Wiley,2018,english,"PDF, 19.97 MB"
Probability and statistics by example. Basic probability and statistics,Suhov Y.,https://covers.zlibcdn2.com/covers100/books/14/86/60/14866067ee1914a00affabbd19f5dfc5.jpg,Unknown,https://1lib.in/dl/448283/55164d,373,CUP,2005,english,"PDF, 1.58 MB"
"Cluster Analysis, Fifth Edition (Wiley Series in Probability and Statistics)  ",Brian S. Everitt,https://covers.zlibcdn2.com/covers100/books/df/8e/6d/df8e6d3796e9b013dad63c8edf67fc5f.jpg,"
                    Cluster analysis comprises a range of methods for classifying multivariate data into subgroups. By organizing multivariate data into such subgroups, clustering can help reveal the characteristics of any structure or patterns present. These techniques have proven useful in a wide range of areas such as medicine, psychology, market research and bioinformatics.This fifth edition of the highly successful Cluster Analysis includes coverage of the latest developments in the field and a new chapter dealing with finite mixture models for structured data.Real life examples are used throughout to demonstrate the application of the theory, and figures are used extensively to illustrate graphical techniques. The book is comprehensive yet relatively non-mathematical, focusing on the practical aspects of cluster analysis.Key Features:• Presents a comprehensive guide to clustering techniques, with focus on the practical aspects of cluster analysis.• Provides a thorough revision of the fourth edition, including new developments in clustering longitudinal data and examples from bioinformatics and gene studies• Updates the chapter on mixture models to include recent developments and presents a new chapter on mixture modeling for structured data.Practitioners and researchers working in cluster analysis and data analysis will benefit from this book.                ",https://1lib.in/dl/1215983/72e53c,348,Wiley,2011,english,"PDF, 2.79 MB"
"Statistics 101: From Data Analysis and Predictive Modeling to Measuring Distribution and Determining Probability, Your Essential Guide to Statistics (Adams 101)",David Borman,https://covers.zlibcdn2.com/covers100/books/05/d9/bb/05d9bb901b71832f429b66d1f4b44e96.jpg,Unknown,https://1lib.in/dl/5207540/d3ab74,Unknown,Unknown,Unknown,english,"EPUB, 20.36 MB"
"Analysis of Financial Time Series, Third Edition (Wiley Series in Probability and Statistics)",Ruey S. Tsay,https://covers.zlibcdn2.com/covers100/books/9f/99/b8/9f99b80c7b2dedd477f463dc5323f3b6.jpg,"
                    This book provides a broad, mature, and systematic introduction to current financial econometric models and their applications to modeling and prediction of financial time series data. It utilizes real-world examples and real financial data throughout the book to apply the models and methods described.The author begins with basic characteristics of financial time series data before covering three main topics:Analysis and application of univariate financial time seriesThe return series of multiple assetsBayesian inference in finance methodsKey features of the new edition include additional coverage of modern day topics such as arbitrage, pair trading, realized volatility, and credit risk modeling; a smooth transition from S-Plus to R; and expanded empirical financial data sets.The overall objective of the book is to provide some knowledge of financial time series, introduce some statistical tools useful for analyzing these series and gain experience in financial applications of various econometric methods.                ",https://1lib.in/dl/943788/cedcda,714,John Wiley & Sons,2010,english,"PDF, 6.91 MB"
Probability and Statistical Inference (9th Edition),Robert V. Hogg,https://covers.zlibcdn2.com/covers100/books/c7/e2/30/c7e230599cc99d163217d70d3f30165a.jpg,Unknown,https://1lib.in/dl/3337024/57ba40,557,Pearson,2014,english,"PDF, 4.42 MB"
Probability and statistics for data science : math + R + data,Matloff,https://covers.zlibcdn2.com/covers100/books/5c/44/04/5c44048a985c8e40f2ba008c6af7dfb1.jpg,Unknown,https://1lib.in/dl/5394150/11e678,412,CRC Press,2020,english,"PDF, 6.32 MB"
Statistics and Probability for Engineering Applications with Microsoft Excel,William DeCoursey William DeCoursey  Ph.D.  is a chemical engineer who has taught statistics and probability to engineering students for over 15 years at the University of Saskatchewan.,https://covers.zlibcdn2.com/covers100/books/13/12/51/131251ce7f237b118fb41269e445d2d3.jpg,"
                    More than ever, American industry-especially the semiconductor industry-is using statistical methods to improve its competitive edge in the world market. It is becoming more imperative that graduate engineers have solid statistical know-how, yet engineers in industry typically are not well-prepared to use statistics and they are fuzzy about how to apply statistical tools and techniques. This valuable reference makes statistical methods easier and more accessible to engineers.Although the book can be read sequentially, like a normal textbook, it is designed to be used as a handbook, pointing the reader to the topics and sections pertinent to a particular type of statistical problem. It contains the following features:* Covers all major topics treated in a standard college engineering statistics course, but minimizes the mathematical derivations and focuses on practical applications* Uses real data sets/case studies taken from electronics, electrical engineering, and other engineering fields, such as mechanical and chemical engineering* Contains numerous software examples using the powerful statistical functions of ExcelIn addition, the book provides an ""engineering problem solver"" section that directs the reader to the relevant section of the book for the problem they are trying to solve. The accompanying CD-ROM contains the Excel data sets for the examples and case studies given in the book, along with other statistical tools and software.* Filled with practical techniques directly applicable on the job* Contains hundreds of solved problems and case studies, using real data sets* Avoids unnecessary theory""                ",https://1lib.in/dl/487476/b397c5,416,Newnes,2003,english,"PDF, 2.77 MB"
Introduction to Probability and Statistics for Engineers and Scientists,Sheldon M. Ross,https://covers.zlibcdn2.com/covers100/books/ec/de/78/ecde78b0e7223cfd2ebd25fda3670d61.jpg,"
Introduction to Probability and Statistics for Engineers and Scientists provides a superior introduction to applied probability and statistics for engineering or science majors. Ross emphasizes the manner in which probability yields insight into statistical problems; ultimately resulting in an intuitive understanding of the statistical procedures most often used by practicing engineers and scientists. Real data sets are incorporated in a wide variety of exercises and examples throughout the book, and this emphasis on data motivates the probability coverage. As with the previous editions, Ross text has tremendously clear exposition, plus real-data examples and exercises throughout the text. Numerous exercises, examples, and applications connect probability theory to everyday statistical problems and situations.• Clear exposition by a renowned expert author• Real data examples that use significant real data from actual studies across life science, engineering, computing and business• End of Chapter review material that emphasizes key ideas as well as the risks associated with practical application of the material• 25% New Updated problem sets and applications, that demonstrate updated applications to engineering as well as biological, physical and computer science• New additions to proofs in the estimation section• New coverage of Pareto and lognormal distributions, prediction intervals, use of dummy variables in multiple regression models, and testing equality of multiple population distributions. ",https://1lib.in/dl/2463109/a28735,730,Academic Press,2014,english,"PDF, 7.52 MB"
Probability and Statistics for Engineering and the Sciences,Jay L. Devore,https://covers.zlibcdn2.com/covers100/books/84/bd/19/84bd19f1a4c85c1a2c5bd9969d31a984.jpg,Unknown,https://1lib.in/dl/2820497/d04729,794,Unknown,Unknown,english,"PDF, 15.04 MB"
Introduction To Probability: Models And Applications,N. Balakrishnan,https://covers.zlibcdn2.com/covers100/books/b2/94/f7/b294f7cf3dd7198a86345d3454bd83a8.jpg,"
                    An essential guide to the concepts of probability theory that puts the focus on models and applications. Introduction to Probability offers an authoritative text that presents the main ideas and concepts, as well as the theoretical background, models, and applications of probability. The authors--noted experts in the field--include a review of problems where probabilistic models naturally arise, discuss the appropriate statistical methods, and explain how these models fit into the data presented. To aid in understanding, the book presents many real-world exercises and solutions that appear after each section within a chapter. A wide-range of topics are covered that include concepts of probability, univariate discrete distribution, univariate continuous distributions, bivariate discrete random variables, bivariate continuous random variables, stochastic independence-multivariate random variables, and many more. Designed as a useful guide, the text contains theory of probability, definitions, charts, examples, illustrations, problems and solutions, and a glossary. This important text:
• Includes classroom-tested problems and solutions to probability exercises
• Highlights real-world exercises designed to make clear the concepts presented
• Uses Matlab software to illustrate the text’s computer exercises
• Features applications representing worldwide situations and processes
• Offers a Student Solutions Manual that contains select solutions to numerous exercises found in the book
Written for students majoring in statistics, engineering, operations research, computer science, physics, and mathematics, Introduction to Probability: Models and Applications is an accessible text that explores the basic concepts of probability and includes detailed information on models and applications.                ",https://1lib.in/dl/5333365/511968,617,Wiley-Blackwell,2020,english,"PDF, 12.14 MB"
Probability and Statistics for Engineers and Scientists (9th Edition)  ,Ronald E. Walpole,https://covers.zlibcdn2.com/covers100/books/09/c6/71/09c6713daa3bf89644499a5eb315d12e.jpg,"
                    This classic text provides a rigorous introduction to basic probability theory and statistical inference, with a unique balance of theory and methodology. Interesting, relevant applications use real data from actual studies, showing how the concepts and methods can be used to solve problems in the field. This revision focuses on improved clarity and deeper understanding.                ",https://1lib.in/dl/1162914/a61f85,812,Prentice Hall,2011,english,"PDF, 5.76 MB"
"Probability and Random Processes, Third Edition",Geoffrey R. Grimmett,https://covers.zlibcdn2.com/covers100/books/a0/89/d4/a089d4d3395cdf95555111152e114f2a.jpg,"
                    The third edition of this text gives a rigorous introduction to probability theory and the discussion of the most important random processes in some depth. It includes various topics which are suitable for undergraduate courses, but are not routinely taught. It is suitable to the beginner, and should provide a taste and encouragement for more advanced work.There are four main aims: 1) to provide a thorough but straightforward account of basic probability, giving the reader a natural feel for the subject unburdened by oppressive technicalities, 2) to discuss important random processes in depth with many examples. 3) to cover a range of important but less routine topics, 4) to impart to the beginner the flavour of more advanced work. The books begins with basic ideas common to many undergraduate courses in mathematics, statistics and the sciences; in concludes with topics usually found at graduate level. The ordering and numbering of material in this third edition has been mostly preserved from the second. Minor alterations and additions have been added for clearer exposition.                ",https://1lib.in/dl/942893/25147c,608,"Oxford University Press, USA",2001,english,"PDF, 12.64 MB"
Probability and Statistics,Morris H. Degroot,https://covers.zlibcdn2.com/covers100/books/2f/81/ed/2f81edbe38b3854f91f028a4b2be7e52.jpg,Unknown,https://1lib.in/dl/3606887/0e5f0a,911,Addison-Wesley,2012,english,"PDF, 9.67 MB"
